xactid;op
000015420006;4
000015420006;13
000015420006;4
000015420006;7
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;13
000015420006;4
000015420006;7
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;13
000015420006;4
000015420006;7
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;13
000015420006;4
000015420006;7
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;13
000015420006;4
000015420006;7
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;13
000015420006;4
000015420006;7
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;13
000015420006;4
000015420006;7
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;13
000015420006;4
000015420006;7
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;7
000015420006;9
000015420006;9
000015420006;9
000015420006;30
000015500006;0
000015500006;65
000015500006;30
000015500009;0
000015500009;65
000015500009;65
000015500009;65
000015500009;65
000015500009;30
00001550000F;0
00001550000F;65
00001550000F;65
00001550000F;30
000015510002;0
000015510002;65
000015510002;65
000015510002;30
000015510006;0
000015510006;65
000015510006;65
000015510006;65
000015510006;30
00001551000B;17
00001551000C;0
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;12
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;21
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;5
00001551000C;8
00001551000C;5
00001551000C;30
0000156F0002;0
0000156F0002;14
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;4
0000156F0002;13
0000156F0002;4
0000156F0002;7
0000156F0002;4
0000156F0002;7
0000156F0002;30
000015890008;0
000015890008;9
000015890008;30
00001589000B;0
00001589000B;65
00001589000B;65
00001589000B;30
0000158A0002;0
0000158A0002;65
0000158A0002;65
0000158A0002;65
0000158A0002;30
0000158A0007;0
0000158A0007;65
0000158A0007;30
0000158A000A;17
0000158A000B;0
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;12
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;5
0000158A000B;8
0000158A000B;21
0000158A000B;8
0000158A000B;5
0000158A000B;30
000015A7000B;0
000015A7000B;14
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;13
000015A7000B;4
000015A7000B;7
000015A7000B;4
000015A7000B;4
000015A7000B;4
000015A7000B;7
000015A7000B;30
000015BE0005;0
000015BE0005;65
000015BE0005;65
000015BE0005;30
000015BE0009;0
000015BE0009;65
000015BE0009;65
000015BE0009;30
000015BE000D;0
000015BE000D;65
000015BE000D;65
000015BE000D;30
000015BF0003;0
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;12
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;5
000015BF0003;5
000015BF0003;5
000015BF0003;8
000015BF0003;21
000015BF0003;8
000015BF0003;5
000015BF0003;30
000015D7000B;0
000015D7000B;14
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;13
000015D7000B;4
000015D7000B;7
000015D7000B;4
000015D7000B;4
000015D7000B;4
000015D7000B;7
000015D7000B;30
000015EE0005;0
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;5
000015EE0005;5
000015EE0005;5
000015EE0005;5
000015EE0005;5
000015EE0005;5
000015EE0005;5
000015EE0005;8
000015EE0005;21
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;5
000015EE0005;5
000015EE0005;5
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
000015EE0005;12
